cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
82_1107748,INVALID,INVALID,INVALID,INVALID,Standard,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1107752,INVALID,Cierre Hombro,INVALID,INVALID,Largo,Cruzado,Recto,Corta,INVALID,INVALID,Ligero
82_1107763,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Oversize,Larga,INVALID,INVALID,Ligero
82_1107765,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
82_1107770,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107777,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
82_1107781,INVALID,INVALID,INVALID,INVALID,Crop,Drapeado,Slim,Sin Manga,INVALID,INVALID,Ligero
82_1107795,INVALID,INVALID,INVALID,INVALID,Standard,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1107800,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107804,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
82_1107818,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
82_1107828,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Regular,Slim,Larga,INVALID,INVALID,Ligero
82_1107836,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Medio
82_1107842,INVALID,Sin cierre,INVALID,INVALID,Crop,Redondo,Slim,Corta,INVALID,INVALID,Ligero
82_1107846,INVALID,INVALID,INVALID,INVALID,Standard,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Ligero
82_1107856,INVALID,Sin cierre,INVALID,INVALID,Corto,Escotado,Evase,Corta,INVALID,INVALID,Ligero
82_1107858,INVALID,INVALID,INVALID,Punto Medio,Corto,INVALID,Slim,INVALID,INVALID,High Waist,Medio
82_1107866,INVALID,INVALID,INVALID,INVALID,Crop,Drapeado,Slim,Sin Manga,INVALID,INVALID,Ligero
82_1107867,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Chimenea,Recto,Larga,INVALID,INVALID,Ligero
82_1107876,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Regular Waist,Medio
82_1107882,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Solapa,Recto,Larga,INVALID,INVALID,INVALID
82_1107883,INVALID,Cuello,INVALID,INVALID,Corto,Redondo,Evase,Larga,INVALID,INVALID,Ligero
82_1107890,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Medio
82_1107891,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Medio
82_1107892,INVALID,INVALID,INVALID,Punto Fino,Standard,Redondo,Oversize,Corta,INVALID,INVALID,INVALID
82_1107895,INVALID,INVALID,INVALID,INVALID,Standard,Alto/Envolvente,Slim,Larga,INVALID,INVALID,Ligero
82_1107902,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1107915,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Corta,INVALID,INVALID,Medio
82_1107916,INVALID,Sin cierre,INVALID,INVALID,Midi,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107921,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Pico,Evase,Corta,INVALID,INVALID,Medio
82_1107923,INVALID,Cuello,INVALID,INVALID,Largo,Redondo,Evase,Tres Cuartos,INVALID,INVALID,Ligero
82_1107929,INVALID,INVALID,INVALID,INVALID,Largo,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1107932,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1107941,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1107955,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
82_1107956,INVALID,Sin cierre,INVALID,INVALID,Corto,Escotado,Evase,Corta,INVALID,INVALID,Ligero
82_1107957,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Mao,Evase,Larga,INVALID,INVALID,Ligero
82_1107961,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Slim,INVALID,INVALID,INVALID,INVALID
82_1107963,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107965,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107969,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Redondo,Oversize,Larga,INVALID,INVALID,Ligero
82_1107971,INVALID,INVALID,INVALID,INVALID,Crop,Escotado,Slim,Sin Manga,INVALID,INVALID,Ligero
82_1107976,INVALID,INVALID,INVALID,Punto Grueso,Corto,INVALID,Slim,INVALID,INVALID,High Waist,INVALID
82_1107980,INVALID,Sin cierre,INVALID,INVALID,Midi,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107982,INVALID,INVALID,INVALID,Punto Fino,Standard,Redondo,Oversize,Corta,INVALID,INVALID,INVALID
82_1107987,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Slim,Larga,INVALID,INVALID,Ligero
82_1107992,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Slim,Tres Cuartos,INVALID,INVALID,Ligero
82_1107996,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Slim,Tres Cuartos,INVALID,INVALID,Ligero
82_1108005,INVALID,Cuello,INVALID,Punto Fino,Standard,Polo,Oversize,Corta,INVALID,INVALID,INVALID
82_1108010,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Redondo,Recto,INVALID,INVALID,INVALID,Medio
82_1108011,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
82_1108018,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1108033,INVALID,Cuello,INVALID,INVALID,Largo,Espalda Abierta,Evase,Sin Manga,INVALID,INVALID,Ligero
82_1108039,INVALID,Cuello,INVALID,INVALID,Crop,Redondo,Oversize,Larga,INVALID,INVALID,Ligero
82_1108047,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1108048,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
82_1108057,INVALID,INVALID,INVALID,Punto Fino,Mini/Micro,INVALID,Slim,INVALID,INVALID,High Waist,INVALID
82_1108069,INVALID,Sin cierre,INVALID,INVALID,Standard,Pico,Oversize,Larga,INVALID,INVALID,Ligero
82_1108071,INVALID,Sin cierre,INVALID,INVALID,Crop,Drapeado,Slim,Corta,INVALID,INVALID,Ligero
82_1108075,INVALID,Sin cierre,INVALID,Punto Medio,Crop,Redondo,Oversize,Larga,INVALID,INVALID,INVALID
82_1108079,INVALID,Sin cierre,INVALID,INVALID,Crop,Drapeado,Slim,Corta,INVALID,INVALID,Ligero
82_1108082,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Acampanado/Bootcut,INVALID,INVALID,INVALID,INVALID
82_1108085,INVALID,Cuello,INVALID,INVALID,Largo,Alto/Envolvente,Evase,Sin Manga,INVALID,INVALID,Ligero
82_1108087,INVALID,Sin cierre,INVALID,Punto Medio,Crop,Redondo,Oversize,Larga,INVALID,INVALID,INVALID
82_1108088,INVALID,INVALID,Plataforma plana,INVALID,INVALID,INVALID,INVALID,INVALID,Cuadrada,INVALID,INVALID
82_1108096,INVALID,Cierre Delantero,INVALID,Punto Fino,Corto,Pico,Slim,Larga,INVALID,INVALID,INVALID
82_1108097,INVALID,INVALID,Plataforma plana,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
82_1108103,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Evase,Larga,INVALID,INVALID,Ligero
82_1108107,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Oversize,Larga,INVALID,INVALID,Ligero
82_1108111,INVALID,INVALID,Plataforma plana,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
82_1108123,INVALID,Cuello,INVALID,INVALID,Largo,Espalda Abierta,Evase,Sin Manga,INVALID,INVALID,Ligero
82_1108124,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,Ligero
82_1108143,INVALID,Sin cierre,INVALID,INVALID,Standard,Pico,Oversize,Corta,INVALID,INVALID,Ligero
82_1108157,INVALID,Cierre Delantero,INVALID,INVALID,Crop,Camisero,Recto,Corta,INVALID,INVALID,Ligero
82_1108158,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Oversize,Larga,INVALID,INVALID,Medio
82_1108160,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Ligero
82_1108164,INVALID,INVALID,INVALID,Punto Fino,Crop,Pico,Slim,Tirante Ancho,INVALID,INVALID,INVALID
82_1108167,INVALID,Cuello,INVALID,INVALID,Corto,Redondo,Recto,Larga,INVALID,INVALID,Medio
82_1108171,INVALID,Sin cierre,INVALID,INVALID,Largo,Cruzado,Recto,Larga,INVALID,INVALID,Ligero
82_1108179,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1108187,INVALID,Sin cierre,INVALID,INVALID,Standard,Pico,Oversize,Corta,INVALID,INVALID,Ligero
82_1108192,INVALID,Sin cierre,INVALID,INVALID,Standard,Pico,Oversize,Corta,INVALID,INVALID,Ligero
82_1108209,INVALID,Cuello,INVALID,INVALID,Corto,Redondo,Evase,Sin Manga,INVALID,INVALID,Medio
82_1108215,INVALID,Sin cierre,INVALID,INVALID,Standard,Pico,Oversize,Larga,INVALID,INVALID,Ligero
82_1108239,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108240,INVALID,INVALID,INVALID,INVALID,Standard,Barca,Recto,Larga,INVALID,INVALID,Ligero
82_1108244,INVALID,INVALID,Plataforma plana,INVALID,INVALID,INVALID,INVALID,INVALID,Cuadrada,INVALID,INVALID
82_1108246,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Mao,Oversize,Corta,INVALID,INVALID,Ligero
82_1108248,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1108249,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,Pesado
82_1108292,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1108303,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1108305,INVALID,Sin cierre,INVALID,INVALID,Corto,Pico,Evase,Tres Cuartos,INVALID,INVALID,Ligero
82_1108310,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108313,INVALID,Cierre Trasero,INVALID,INVALID,Largo,Redondo,Oversize,Sin Manga,INVALID,INVALID,Ligero
82_1108320,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1108329,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1108355,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Pesado
82_1108362,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Mom,INVALID,INVALID,High Waist,Medio
82_1108370,INVALID,Sin cierre,INVALID,INVALID,Corto,Pico,Evase,Tres Cuartos,INVALID,INVALID,Ligero
82_1108376,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
82_1108377,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Pesado
82_1108382,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,Medio
82_1108384,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1108394,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108400,INVALID,Cuello,INVALID,INVALID,Crop,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1108409,INVALID,Cierre Trasero,INVALID,INVALID,Largo,Redondo,Oversize,Sin Manga,INVALID,INVALID,Ligero
82_1108410,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Mao,Oversize,Corta,INVALID,INVALID,Ligero
82_1108415,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Regular,Larga,INVALID,INVALID,Ligero
82_1108416,INVALID,INVALID,INVALID,INVALID,Standard,Barca,Recto,Larga,INVALID,INVALID,Ligero
82_1108423,INVALID,Sin cierre,INVALID,INVALID,Largo,Pico,Evase,Larga,INVALID,INVALID,Ligero
82_1108425,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1108439,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108441,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,High Waist,Medio
82_1108443,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1108449,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Wide leg,INVALID,INVALID,High Waist,Medio
82_1108455,INVALID,Sin cierre,INVALID,INVALID,Largo,Kimono,Recto,Larga,INVALID,INVALID,Medio
82_1108465,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Medio
82_1108473,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,Medio
82_1108474,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1108477,INVALID,Sin cierre,INVALID,INVALID,Standard,Kimono,Oversize,Larga,INVALID,INVALID,Ligero
82_1108480,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1108486,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Kimono,Oversize,Larga,INVALID,INVALID,Medio
82_1108490,INVALID,Sin cierre,INVALID,INVALID,Largo,Palabra Honor,Evase,Tirante Fino,INVALID,INVALID,Ligero
82_1108492,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108495,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1108503,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,Medio
82_1108507,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108525,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Regular,Corta,INVALID,INVALID,Ligero
82_1108540,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ancho,INVALID,INVALID,INVALID,INVALID
82_1108544,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108549,INVALID,Sin cierre,INVALID,INVALID,Largo,Pico,Evase,Larga,INVALID,INVALID,Ligero
82_1108553,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1108558,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1108571,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Kimono,Recto,Larga,INVALID,INVALID,Medio
82_1108575,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Medio
82_1108580,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Medio
82_1108586,INVALID,Cuello,INVALID,INVALID,Largo,Redondo,Evase,Tres Cuartos,INVALID,INVALID,Ligero
82_1108587,INVALID,Cierre Trasero,INVALID,INVALID,Largo,Redondo,Oversize,Sin Manga,INVALID,INVALID,Ligero
82_1108608,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Recto,Sin Manga,INVALID,INVALID,Medio
82_1108612,INVALID,Cuello,INVALID,Punto Fino,Standard,Polo,Recto,Corta,INVALID,INVALID,INVALID
82_1108614,INVALID,Sin cierre,INVALID,Punto Grueso,Crop,Caja,Recto,Larga,INVALID,INVALID,INVALID
82_1108619,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Medio
82_1108620,INVALID,Sin cierre,INVALID,INVALID,Corto,Pico,Recto,Corta,INVALID,INVALID,Ligero
82_1108633,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1108634,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Palazzo,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108636,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Ligero
82_1108645,INVALID,INVALID,INVALID,Punto Fino,Standard,Redondo,Recto,Corta,INVALID,INVALID,INVALID
82_1108648,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
82_1108650,INVALID,Cierre Delantero,INVALID,INVALID,Midi,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1108653,INVALID,Cierre Delantero,INVALID,Punto Fino,Standard,Capucha,Oversize,Larga,INVALID,INVALID,INVALID
82_1108659,INVALID,Cierre Delantero,INVALID,INVALID,Midi,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1108660,INVALID,Cierre Trasero,INVALID,INVALID,Standard,Caja,Recto,Corta,INVALID,INVALID,Ligero
82_1108663,INVALID,Cuello,INVALID,INVALID,Largo,Caja,Halter,Sin Manga,INVALID,INVALID,Ligero
82_1108667,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108668,INVALID,INVALID,INVALID,Punto Fino,Crop,Pico,Slim,Tirante Ancho,INVALID,INVALID,INVALID
82_1108677,INVALID,Sin cierre,INVALID,Punto Medio,Largo,Redondo,Oversize,Larga,INVALID,INVALID,INVALID
82_1108681,INVALID,Cierre Trasero,INVALID,INVALID,Midi,Redondo,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1108697,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
82_1108699,INVALID,Cierre Delantero,INVALID,Punto Medio,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
82_1108701,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Regular Waist,Medio
82_1108714,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Medio
82_1108717,INVALID,Cierre Delantero,INVALID,Punto Fino,Standard,Camisero,Recto,Corta,INVALID,INVALID,INVALID
82_1108720,INVALID,Lateral,INVALID,INVALID,Midi,INVALID,Evase,Tres Cuartos,INVALID,INVALID,Ligero
82_1108729,INVALID,INVALID,INVALID,Punto Fino,Crop,Pico,Slim,Tirante Ancho,INVALID,INVALID,INVALID
82_1108734,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
82_1108738,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1108741,INVALID,INVALID,INVALID,INVALID,Largo,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1108744,INVALID,INVALID,De aguja,INVALID,INVALID,INVALID,INVALID,INVALID,Con punta,INVALID,INVALID
82_1108746,INVALID,Cierre Delantero,INVALID,Punto Medio,Standard,Pico,Recto,Larga,INVALID,INVALID,INVALID
82_1108747,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
82_1108752,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Capucha,Oversize,Larga,INVALID,INVALID,Medio
82_1108764,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108768,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
82_1108785,INVALID,INVALID,INVALID,Punto Fino,Standard,Redondo,Recto,Corta,INVALID,INVALID,INVALID
82_1108786,INVALID,Sin cierre,INVALID,INVALID,Corto,Pico,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1108793,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1108798,INVALID,Sin cierre,INVALID,INVALID,Maxi,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108802,INVALID,Cierre Delantero,INVALID,Punto Fino,Standard,Redondo,Recto,Larga,INVALID,INVALID,Medio
82_1108805,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Recto,Larga,INVALID,INVALID,Ligero
82_1108809,INVALID,Sin cierre,INVALID,INVALID,Maxi,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108813,INVALID,Sin cierre,INVALID,INVALID,Standard,Pico,Recto,Larga,INVALID,INVALID,Ligero
82_1108819,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Medio
82_1108826,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Pico,Oversize,Larga,INVALID,INVALID,Ligero
82_1108832,INVALID,Cierre Delantero,INVALID,INVALID,Midi,Camisero,Recto,Larga,INVALID,INVALID,Ligero
82_1108834,INVALID,INVALID,INVALID,Punto Fino,Mini/Micro,INVALID,Slim,INVALID,INVALID,High Waist,INVALID
82_1108849,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Culotte,INVALID,INVALID,Regular Waist,Medio
82_1108850,INVALID,INVALID,INVALID,Punto Fino,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,Ligero
82_1108852,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Regular Waist,Medio
82_1108856,INVALID,Sin cierre,INVALID,INVALID,Midi,Caja,Evase,Larga,INVALID,INVALID,Ligero
82_1108863,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Recto,INVALID,INVALID,Regular Waist,Ligero
82_1108864,INVALID,Sin cierre,INVALID,INVALID,Midi,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108870,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Pico,Recto,INVALID,INVALID,INVALID,Ligero
82_1108876,INVALID,Sin cierre,INVALID,Punto Grueso,Standard,Pico,Recto,Sin Manga,INVALID,INVALID,INVALID
82_1108878,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Redondo,Evase,Larga,INVALID,INVALID,Ligero
82_1108889,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Culotte,INVALID,INVALID,Regular Waist,Medio
82_1108922,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Recto,INVALID,INVALID,Regular Waist,Ligero
82_1108937,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Recto,INVALID,INVALID,High Waist,Ligero
82_1108945,INVALID,Cierre Delantero,INVALID,INVALID,Midi,Pico,Recto,Larga,INVALID,INVALID,Ligero
82_1108949,INVALID,Cierre Trasero,INVALID,INVALID,Midi,Redondo,Evase,Larga,INVALID,INVALID,Ligero
82_1108951,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
82_1108952,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1108957,INVALID,INVALID,INVALID,Punto Medio,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
82_1108960,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Capucha,Oversize,Larga,INVALID,INVALID,Medio
82_1108965,INVALID,INVALID,INVALID,Punto Fino,Mini/Micro,INVALID,Slim,INVALID,INVALID,High Waist,INVALID
82_1108974,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Medio
82_1108980,INVALID,INVALID,INVALID,INVALID,Crop,Escotado,Slim,Sin Manga,INVALID,INVALID,Ligero
82_1108985,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1108987,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Pico,Recto,INVALID,INVALID,INVALID,Medio
82_1108988,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1108993,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
82_1108994,INVALID,Cuello,INVALID,INVALID,Standard,Mao,Recto,Larga,INVALID,INVALID,Ligero
82_1108998,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Regular,Larga,INVALID,INVALID,Ligero
82_1109000,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1109009,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Slim,Larga,INVALID,INVALID,Ligero
82_1109012,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1109016,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1109022,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1109023,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Slim,Larga,INVALID,INVALID,Ligero
82_1109025,INVALID,INVALID,INVALID,INVALID,INVALID,Pico,Recto,Corta,INVALID,INVALID,INVALID
82_1109030,INVALID,Lateral,INVALID,INVALID,Largo,Halter,Oversize,Sin Manga,INVALID,INVALID,Ligero
82_1109031,INVALID,INVALID,INVALID,Punto Fino,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,INVALID
82_1109034,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Oversize,INVALID,INVALID,INVALID,INVALID
82_1109039,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,Medio
82_1109041,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1109047,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,Redonda,INVALID,INVALID
82_1109051,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Pico,Oversize,Corta,INVALID,INVALID,Ligero
